Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,CountryFull,EmailAddress,Username,Password,TelephoneNumber,Birthday,Company,Latitude,Longitude
male,Thomas,L,Webb,2357 Oak Ridge Drive,Leadwood,MO,63653,United States,ThomasLWebb@jourrapide.com,Cersecove,Lohpho6ee,573-562-2652,9/4/1971,PriceRite Warehouse Club,37.783768,-90.626314
female,Ashley,R,Brown,4867 Mandan Road,Holcomb,MO,63852,United States,AshleyRBrown@armyspy.com,Throod,oh1Ou5piech,573-792-8277,5/2/1957,Future Plan,36.378258,-90.112626
male,Thomas,D,Anthony,2606 Fairmont Avenue,Mendon,MO,64660,United States,ThomasDAnthony@armyspy.com,Baccustelic,eir5Me7x,660-272-5623,3/23/1961,Pantry Pride,39.502778,-93.008832
male,Ryan,C,Singh,4543 Bruce Street,Maryland Heights,MO,63043,United States,RyanCSingh@jourrapide.com,Postre,qua0ui4Aej,314-363-8630,4/29/1986,Merrymaking,38.723024,-90.390965
male,Alfonso,D,Thies,1249 Sherman Street,Hays,KS,67601,United States,AlfonsoDThies@cuvox.de,Evingthe,chienaiha3X,785-953-6126,4/22/1969,Multi-Systems Merchant Services,38.898287,-99.277444
male,George,C,Charles,1225 Hawks Nest Lane,Saint Louis,MO,63101,United States,GeorgeCCharles@fleckens.hu,Alogme,eedai4Eiyoo,314-732-3530,3/10/1975,Big Bear Stores,38.630908,-90.14338
female,Alice,A,Rodriguez,1731 John Daniel Drive,Jefferson City,MO,65109,United States,AliceARodriguez@cuvox.de,Tioncy,ineiqu5Kai,573-673-7578,5/18/1929,Formula Grey,38.481089,-92.241972
female,Sylvia,J,Bruce,4145 Better Street,Kansas City,KS,66215,United States,SylviaJBruce@superrito.com,Alwat1932,pee6Xoi1ie,913-314-7201,6/28/1932,Square Circle,39.14973,-94.785728
male,Andres,J,Alexander,3784 Henery Street,Wichita,KS,67202,United States,AndresJAlexander@cuvox.de,Lorguir83,Thee4pi5e,316-779-9400,6/21/1983,Handy Dan,37.72116,-97.311438
female,Kathleen,J,Gomez,1152 Rodney Street,Saint Louis,MO,63101,United States,KathleenJGomez@gustr.com,Anden1931,veeyaY9oNg0,636-487-6516,1/8/1931,CSK Auto,38.604901,-90.15006
female,Mabel,F,Boyce,629 Cottrill Lane,Stlouis,MO,63101,United States,MabelFBoyce@jourrapide.com,Knothat56,EeQu8vaesh,314-412-9673,1/16/1956,Susie's Casuals,38.66183,-90.213493
female,Doris,E,Lara,2753 Sigley Road,Belleville,KS,66935,United States,DorisELara@fleckens.hu,Ofirther1943,EedocohJ0Ai,785-527-2810,10/6/1943,Pantry Food Stores,39.811643,-97.703778
female,Christy,J,Woods,4596 Hawks Nest Lane,Saint Louis,MO,63108,United States,ChristyJWoods@armyspy.com,Makeden,ievee0jaiW,314-741-2316,3/7/1982,Body Fate,38.640125,-90.328299
female,Denise,G,Kauffman,3116 Maloy Court,Hope,KS,67451,United States,DeniseGKauffman@dayrep.com,Imadecoult,eSh8ool6Z,785-466-6232,12/14/1957,Team Uno,38.68528,-97.145809
female,Carolyn,D,Johnson,1851 Henery Street,Wichita,KS,67203,United States,CarolynDJohnson@armyspy.com,Recomed,ohl1eg5V,316-943-0410,9/2/1980,Starship Tapes & Records,37.619608,-97.407364
male,Josef,J,Lewis,4957 Big Elm,Lenexa,MO,66215,United States,JosefJLewis@superrito.com,Befteeprishe1944,oot4Wohth,816-853-2645,10/14/1944,Alpha Beta,38.855064,-94.754201
female,Cynthia,A,Brooks,2010 Rodney Street,Moscow Mills,MO,63362,United States,CynthiaABrooks@rhyta.com,Sitch1985,RaiC0aith7xu,636-356-2343,9/13/1985,Packer,38.939082,-90.951041
male,Michael,M,Green,4817 Oak Ridge Drive,Grandin,MO,63943,United States,MichaelMGreen@armyspy.com,Soman1993,ufaetho2eD,573-593-2343,4/2/1993,SoundTrack,36.798753,-90.697745
male,Dusty,B,Frazier,2528 Nicholas Street,Manhattan,KS,66502,United States,DustyBFrazier@superrito.com,Calist,Ohwe0aeK,785-323-7757,3/26/1995,Strategy Planner,39.121071,-96.532445
male,Anthony,L,Edwards,4659 Fairmont Avenue,Rushville,MO,64484,United States,AnthonyLEdwards@superrito.com,Aborecturs45,er6kioZ1gu,660-334-6752,8/18/1945,ManCharm,39.473818,-95.01538
female,Gloria,J,Woodard,1549 Lighthouse Drive,Springfield,MO,65806,United States,GloriaJWoodard@cuvox.de,Housee,oVahKa7voo,417-269-1366,4/6/1949,Rogers Peet,37.18137,-93.305997
female,Caryn,T,Porter,2515 John Daniel Drive,Jefferson City,MO,65109,United States,CarynTPorter@fleckens.hu,Coma1945,xaebaaSar2,573-673-2201,6/5/1945,Reliable Garden Management,38.578039,-92.258183
male,Marvin,E,Rosas,3269 Blair Court,Maryville,MO,64468,United States,MarvinERosas@armyspy.com,Ithoust,mee1ohbin7P,660-572-0612,11/27/1986,Datacorp,40.408092,-94.78668
male,Robert,E,Motley,851 Mandan Road,Columbia,MO,65207,United States,RobertEMotley@superrito.com,Anchey,maro9uZu6ai,573-819-7054,4/10/1951,American Wholesale Club,38.878693,-92.282115
female,Barbara,V,Burnett,1446 Briarwood Road,Springfield,MO,65806,United States,BarbaraVBurnett@jourrapide.com,Holdrested,Jei8Gu5unie,417-833-9744,3/19/1957,Dubrow's Cafeteria,37.249107,-93.275517
male,Michael,T,Beck,295 Court Street,Union,MO,63084,United States,MichaelTBeck@jourrapide.com,Ittle1991,ahchi5Bai0f,636-583-3971,1/9/1991,The Warner Brothers Store,38.505868,-91.022721
male,Robert,L,Scott,2876 Twin House Lane,Springfield,MO,65804,United States,RobertLScott@gustr.com,Whem1988,Gohf9ohng,417-449-7113,7/17/1988,Giant,37.171181,-93.242381
female,Addie,J,Carr,1903 Sherman Street,Lawrence,KS,66044,United States,AddieJCarr@dayrep.com,Apigh1972,ceeGh7kahl,785-830-5932,8/3/1972,Source Club,39.014468,-95.192168
male,Anthony,M,Costa,433 Henery Street,Wichita,KS,67226,United States,AnthonyMCosta@rhyta.com,Cholove,la9Thahzei4,316-847-1896,10/9/1968,Techo Solutions,37.87102,-97.157684
female,Amanda,J,Elston,838 Nicholas Street,Topeka,KS,66607,United States,AmandaJElston@jourrapide.com,Brity1948,ierie8Cu8o,785-248-3915,8/19/1948,Buttrey Food & Drug,39.066542,-95.6291
male,Clarence,P,Edwards,626 Oak Lane,Centerview,MO,64019,United States,ClarencePEdwards@superrito.com,Muctile,Eev6cub9,660-656-7100,10/11/1941,Super Saver Foods,38.854997,-93.8489
male,Andrew,M,Debord,1919 Roosevelt Road,Caldwell,KS,67022,United States,AndrewMDebord@fleckens.hu,Aftefuld,tae1Coo2iph,620-296-2855,8/22/1930,Rainbow Records,37.100786,-97.662578
female,Brandi,A,Hartley,2120 White Oak Drive,Raytown,MO,64133,United States,BrandiAHartley@teleworm.us,Claidecon,eiCex0ee,816-743-7979,6/16/1956,Webcom Business Services,39.060616,-94.413952
male,Burton,C,Rogers,575 James Avenue,Wichita,KS,67218,United States,BurtonCRogers@fleckens.hu,Conflims92,iehaW5bo,316-220-4461,2/22/1992,Integra Investment Service,37.67238,-97.363196
female,Lois,E,Knee,1037 Twin House Lane,Springfield,MO,65804,United States,LoisEKnee@einrot.com,Seress41,jee8paiCh,417-483-6367,11/1/1941,Action Auto,37.166352,-93.292349
female,Alicia,T,Folmar,2947 Ridge Road,Emporia,KS,66801,United States,AliciaTFolmar@dayrep.com,Earmeard1969,eeB9eiyai,620-699-3568,4/18/1969,SoundTrack,38.51426,-96.174203
female,Melissa,J,Marino,1656 Harvest Lane,Blackwater,MO,65322,United States,MelissaJMarino@dayrep.com,Daught70,ChoJua2Oo,660-846-7264,10/30/1970,Total Quality,39.012731,-92.976544
male,Jacob,S,Buckner,3795 Williams Lane,Wichita,KS,67202,United States,JacobSBuckner@armyspy.com,Themphes,Ielu7ilo,316-712-3739,2/15/1984,Omni Tech,37.595321,-97.25855
female,Kelly,D,Galeano,96 Court Street,Saint Charles,MO,63301,United States,KellyDGaleano@cuvox.de,Ouressee,eiChahzied7,636-724-4716,1/11/1969,Multi-Systems Merchant Services,38.767076,-90.570903
female,Winifred,L,Crouch,4684 Nutter Street,Kansas City,MO,64110,United States,WinifredLCrouch@rhyta.com,Dayse1967,eiPule1que,816-276-7825,1/19/1967,Handy Dan,39.110577,-94.515413
male,Tom,L,Capps,4601 Roosevelt Road,Wichita,KS,67202,United States,TomLCapps@dayrep.com,Crions,Eov2poloo,620-307-7143,2/7/1968,Builders Square,37.773985,-97.312764
female,Sherice,R,Sherwin,4071 Oak Lane,Bucklin,MO,64631,United States,ShericeRSherwin@fleckens.hu,Gired1986,eec5ahN9Ich,660-695-1222,3/20/1986,Parts and Pieces,39.858018,-92.961385
female,Barbara,B,Odea,673 Oliverio Drive,Hoisington,KS,67544,United States,BarbaraBOdea@teleworm.us,Harms1961,shuv2dohGeu,620-653-1748,11/11/1961,Harold Powell,38.49774,-98.820735
male,Mark,V,Wildermuth,4575 Dog Hill Lane,Barnard,KS,67418,United States,MarkVWildermuth@superrito.com,Vocassithand,air4ming7Gaic,785-792-4118,3/22/1958,Magna Wealth,39.255543,-98.021564
male,Javier,R,Jones,215 Loving Acres Road,Kansas City,MO,64110,United States,JavierRJones@gustr.com,Beggall,wiequ3uuR,816-926-5861,10/29/1959,Manning's Cafeterias,39.128903,-94.487814
male,Ronald,B,Heider,3387 Oliverio Drive,Syracuse,KS,67878,United States,RonaldBHeider@dayrep.com,Jusparn,eeneeQu8,620-499-3566,5/14/1935,Big Bear Stores,38.059051,-101.788717
female,Beatrice,J,Santana,3336 White Oak Drive,Peculiar,MO,64078,United States,BeatriceJSantana@dayrep.com,Wrove1940,Aaquuu5Ae0,816-758-3541,8/28/1940,Helping Hand,38.673125,-94.529321
female,Nancy,J,Moyer,477 Ash Avenue,Stlouis,MO,63101,United States,NancyJMoyer@teleworm.us,Thaethrad,ro1Ooch0Icai,314-915-4573,8/11/1982,First Choice Yard Help,38.580248,-90.17826
male,Joshua,M,Cabrera,1386 Nicholas Street,Salina,KS,67401,United States,JoshuaMCabrera@jourrapide.com,Dism1947,thai5Rei2yie,785-280-2261,1/20/1947,FamilyMart,38.84312,-97.55659
female,Rachel,T,Colbert,3207 Sigley Road,Manhattan,KS,66502,United States,RachelTColbert@armyspy.com,Searpon,weiwaoGo7ee,785-537-1937,12/9/1943,Walt's IGA,39.151677,-96.459687
male,Paul,T,Campbell,667 Dog Hill Lane,Waverly,KS,66871,United States,PaulTCampbell@gustr.com,Usbacener,oiXeej1oh,785-733-1645,3/27/1975,Friendly Advice,38.413761,-95.694388
female,Monica,W,Riley,4155 Locust View Drive,Joplin,MO,64801,United States,MonicaWRiley@cuvox.de,Trier1973,uNge5weeSh,417-206-8685,9/14/1973,E-zhe Source,37.215332,-94.456037
female,Sallie,D,Stevens,2141 Big Elm,Independence,MO,64052,United States,SallieDStevens@einrot.com,Therencough,Jo0eipobui7,816-798-3454,3/4/1959,Sounds of Soul Records & Tapes,39.095238,-94.454247
female,Shannon,T,Gibson,1836 Blane Street,Hazelwood,MO,63042,United States,ShannonTGibson@armyspy.com,Hemplife,ba7aewool0Ch,314-614-2468,6/8/1961,Morville,38.740773,-90.35422
male,Larry,M,Nelson,2158 Oak Lane,Leavenworth,MO,66048,United States,LarryMNelson@cuvox.de,Knordn,leech0Gi,660-787-2015,9/23/1935,Music Boutique,39.343507,-95.034209
male,Frederick,P,Romero,4870 Chandler Drive,Branson,MO,65616,United States,FrederickPRomero@rhyta.com,Prommented,eequah5P,417-593-6591,8/5/1943,Solution Realty,36.633362,-93.350889
male,Samuel,P,Bates,1887 Roosevelt Road,Saffordville,KS,66869,United States,SamuelPBates@dayrep.com,Busionea,Eiba9Tooz,620-279-8098,1/29/1991,Foxmoor,38.455868,-96.35471
female,Susan,F,Langley,4402 Oliverio Drive,Ashland,KS,67831,United States,SusanFLangley@einrot.com,Daway1952,iem6zeib6Je,620-635-0636,1/14/1952,d.e.m.o.,37.211745,-99.763128
female,Bonnie,J,Cloutier,1826 Sigley Road,Manhattan,KS,66502,United States,BonnieJCloutier@cuvox.de,Wiltow1988,aqu8Ahyieb0,785-565-3368,2/10/1988,Edge Yard Service,39.19315,-96.570165
female,Peggy,D,Sisler,74 Maple Court,Manchester,MO,63011,United States,PeggyDSisler@fleckens.hu,Moothoung,Or6moh8ee,573-427-9032,6/2/1985,Tweeter,39.454026,-90.400872
male,Gary,M,Foley,4977 Better Street,Kansas City,KS,66102,United States,GaryMFoley@gustr.com,Busnabod,ieBah2Ohei,913-334-8352,12/21/1934,Star Merchant Services,39.132738,-94.711732
female,Mary,D,Hall,3588 Davis Place,Mansfield,MO,65704,United States,MaryDHall@cuvox.de,Aten1931,aes1yaiG,417-924-8512,12/22/1931,Exact Solutions,37.224563,-92.579014
female,Melissa,M,Eagan,4386 John Daniel Drive,Jefferson City,MO,65101,United States,MelissaMEagan@einrot.com,Eaceforehis,Vach7ubaJ,573-636-9006,2/17/1943,Chase Pitkin,38.537549,-92.06274
female,Karla,M,Sager,2890 Nicholas Street,Hays,KS,67601,United States,KarlaMSager@cuvox.de,Alest1983,Ej4keca5,785-260-2873,5/11/1983,KB Toys,38.816518,-99.263773
female,Rebecca,A,Dilley,4743 Maloy Court,Hill City,KS,67642,United States,RebeccaADilley@fleckens.hu,Haductincer,Aiyasah4op,785-421-2229,11/2/1965,Vitagee,39.324179,-99.766076
male,David,M,Morley,3008 John Daniel Drive,Wardell Mayfair,MO,63879,United States,DavidMMorley@jourrapide.com,Gues1984,quie1Einoo,573-628-0516,3/7/1984,Funtown toys,37.966766,-91.857503
female,Irene,T,Gallagher,211 Big Elm,Kansas City,MO,64106,United States,IreneTGallagher@rhyta.com,Freand,eetie6ohJ,816-784-9177,8/7/1942,Media Play,39.040145,-94.542909
male,Sheldon,I,Taulbee,3740 Harvest Lane,Jamestown,MO,65046,United States,SheldonITaulbee@teleworm.us,Poicheir,Aoth1ohshaw,660-849-2777,2/17/1936,Ellman's Catalog Showrooms,38.861726,-92.515389
female,Barbara,M,Bonner,1538 Breezewood Court,Parsons,KS,67357,United States,BarbaraMBonner@einrot.com,Nexperms,Geetie3Oh,620-423-7223,12/20/1964,Stratagee,37.301259,-95.350412
male,Charles,M,Dozier,3747 Chandler Drive,Clever,MO,65631,United States,CharlesMDozier@rhyta.com,Youredneved,Eo7Ji0hi,417-743-2243,12/5/1942,Indiewealth,37.080734,-93.486378
female,Patricia,E,Conn,3996 Williams Lane,Wichita,KS,67213,United States,PatriciaEConn@einrot.com,Seel1959,wazee5ue6Ie,316-393-7703,12/10/1959,Dee's Drive-In,37.735118,-97.302565
female,Martha,C,Castaneda,63 Poe Lane,Kansas City,KS,64105,United States,MarthaCCastaneda@einrot.com,Spois1955,EewoKier9ch,913-535-7704,12/14/1955,Matrix Architectural Service,39.16149,-94.524409
male,Charles,T,Gerber,2950 White Oak Drive,Buckner,MO,64016,United States,CharlesTGerber@superrito.com,Hards1964,Di1oiGoole,816-650-6933,4/21/1964,I. Magnin,39.129742,-94.115501
female,Cindy,C,McKee,2542 Nicholas Street,Topeka,KS,66605,United States,CindyCMcKee@jourrapide.com,Shaticut,Pheili3thoo,785-290-8674,10/7/1985,Eli Moore Inc,39.037734,-95.684779
female,Qiana,J,Adams,4651 State Street,Saint Louis,MO,63146,United States,QianaJAdams@rhyta.com,Ried1974,bei8SeiMet,314-226-2780,11/18/1974,Romp,38.631171,-90.59989
male,Keith,S,Bosserman,2174 White Oak Drive,Ferrelview,MO,64163,United States,KeithSBosserman@rhyta.com,Thaton,aegh3Iu8s,816-659-3195,11/6/1991,Gov Mart,39.307451,-94.571187
male,Francis,A,Johnson,1500 Rodney Street,Saint Louis,MO,63101,United States,FrancisAJohnson@jourrapide.com,Dince1957,Ahd8pey5omo,636-565-6442,3/5/1957,Britling Cafeterias,38.71903,-90.098122
female,Brenda,A,Braswell,1475 Tree Frog Lane,Lenexa,MO,66215,United States,BrendaABraswell@fleckens.hu,Groul1936,peanigice9C,816-550-0479,3/13/1936,Helios Air,39.019481,-94.668164
male,Rodney,D,Bennett,4000 Hawks Nest Lane,Olivette,MO,63132,United States,RodneyDBennett@rhyta.com,Pladery,kee8MauQu6,314-722-7684,2/12/1940,Merrymaking,38.759546,-90.286583
female,Alfreda,W,Sylva,2365 Henery Street,Colwich Bentley,KS,67030,United States,AlfredaWSylva@teleworm.us,Thicid,Eip3Ahd1eez,316-796-8307,12/4/1969,Freedom Map,37.960237,-97.484427
female,Maggie,C,Casteel,2498 Ash Avenue,Saint Louis,MO,63130,United States,MaggieCCasteel@einrot.com,Twoubbeck,Eeth0awaot7as,314-863-5390,3/31/1946,Weenie Beenie,38.61269,-90.405431
female,Marjorie,C,Lanctot,3822 Chandler Drive,Springfield,MO,65806,United States,MarjorieCLanctot@rhyta.com,Googed,Xo0air5e,417-567-8167,5/2/1965,Castro Convertibles,37.154737,-93.280663
male,Paul,J,Webster,2380 Fairmont Avenue,Otterville,MO,65348,United States,PaulJWebster@jourrapide.com,Loys1959,eisaiwaigh8E,660-366-2149,5/15/1959,Newhair,38.805366,-93.064499
female,Betty,G,Falk,2168 Cottrill Lane,Manchester,MO,63011,United States,BettyGFalk@superrito.com,Acqualatithe,Aeghakie1l,314-402-4571,5/25/1954,Rogersound Labs,39.500334,-90.424421
male,Robert,M,Walton,182 White Oak Drive,Kansas City,MO,64106,United States,RobertMWalton@armyspy.com,Onest1943,OY2keipo0,816-701-5601,12/1/1943,Access Asia,39.146418,-94.564393
male,Kenneth,A,Young,845 Better Street,Kansas City,KS,66101,United States,KennethAYoung@teleworm.us,Catter,If3raey3,913-371-2411,7/13/1983,Full Color,39.123038,-94.626303
male,William,P,Buckley,1188 Rodney Street,Manchester,MO,63011,United States,WilliamPBuckley@jourrapide.com,Forch1969,eD9thohz8ay,636-384-9325,12/4/1969,Your Choices,39.533621,-90.376254
female,Sandra,D,Gamble,2033 Roosevelt Road,Independence,KS,67301,United States,SandraDGamble@teleworm.us,Pontleas1935,zooPh4ahMah,620-330-7576,12/9/1935,Town and Country Convenience Stores,37.204132,-95.655647
male,Lloyd,V,Carr,2434 Better Street,Kansas City,KS,66101,United States,LloydVCarr@dayrep.com,Ruch1981,aiCh4bozaen,913-321-4172,6/28/1981,Karl's Shoes,39.15265,-94.552096
male,Carlos,E,Wolff,679 Dog Hill Lane,Hill City,KS,67642,United States,CarlosEWolff@armyspy.com,Dresse,Shoivio0nath,785-754-9770,10/16/1989,Delchamps,39.31905,-99.879245
male,Ralph,M,Prejean,3595 Fairmont Avenue,Purdin,MO,64674,United States,RalphMPrejean@superrito.com,Acque1939,Yaiqu5aiwah,660-244-8430,10/23/1939,Eagle Food Centers,39.922769,-93.216921
female,Alba,K,Wheeler,2221 Roosevelt Road,Hutchinson,KS,67501,United States,AlbaKWheeler@gustr.com,Whied1942,Raefae1oghax,620-259-1656,5/26/1942,Realty Depot,37.892999,-97.960448
male,William,B,Logan,251 Henery Street,Wichita,KS,67226,United States,WilliamBLogan@dayrep.com,Fashe1946,yo2xaib9juSh,316-880-1015,7/22/1946,Martin's,37.749752,-97.294028
female,Mary,S,Hayes,4907 Breezewood Court,Chanute,KS,66720,United States,MarySHayes@superrito.com,Wasterip,juzeaTae4,620-432-2137,6/15/1995,Crown Books,37.56059,-95.433986
male,James,P,Clayton,1855 Ridge Road,Parsons,KS,67357,United States,JamesPClayton@superrito.com,Thaut1966,eeBaboi2ah,620-714-3630,9/20/1966,Purity Supreme,37.386208,-95.164547
male,Duane,E,Rich,1433 Blair Court,Kansas City,MO,64106,United States,DuaneERich@teleworm.us,Sainged,waeC9thii3,660-553-2241,2/4/1953,The White Rabbit,39.147806,-94.644805
male,Josh,M,Taylor,2438 Ridge Road,Ulysses,KS,67880,United States,JoshMTaylor@armyspy.com,Estion,Eengai6ch,620-861-1528,12/31/1980,University Stereo,37.586996,-101.337652
female,Laurel,A,Jackson,4230 Lighthouse Drive,Fort Scott,MO,66701,United States,LaurelAJackson@teleworm.us,Witiontis42,iejec0Goet,417-228-3766,10/21/1942,Greyvoid,37.889242,-94.718702
male,Jacob,R,Harvey,577 Sigley Road,Lincoln,KS,67455,United States,JacobRHarvey@gustr.com,Giat1962,eiSie8aTh,785-524-6331,1/19/1962,Matrix Interior Design,39.0276,-98.192418
male,Robert,R,Cottrell,1646 Poe Lane,Overland Park,KS,66210,United States,RobertRCottrell@jourrapide.com,Giver1931,GieS1aimah9,913-498-4490,4/27/1931,Megatronic Plus,38.835391,-94.705665
female,Lucille,E,Vance,378 Charter Street,Kansas City,KS,64106,United States,LucilleEVance@fleckens.hu,Donfe1953,ohNgia8mai,913-675-1242,11/20/1953,Monit,39.146769,-94.504022
female,Susan,D,Blum,1309 Hawks Nest Lane,Saint Louis,MO,63120,United States,SusanDBlum@rhyta.com,Greleige,GaeP2bieF8z,314-679-5374,3/5/1938,JumboSports,38.624688,-90.298462
female,Mary,G,Dashiell,3489 Tree Frog Lane,Kansas City,MO,64119,United States,MaryGDashiell@armyspy.com,Cleaskulty,Vee0ooLaej,816-459-2368,2/3/1992,Irving's Sporting Goods,39.312578,-94.421145
female,Mary,M,Morais,2336 Oak Ridge Drive,Bloomfield,MO,63825,United States,MaryMMorais@jourrapide.com,Saides,Binei1iegh8,573-568-7704,7/1/1942,Techo Solutions,37.013891,-89.963381
male,Hugh,V,Tait,3907 Better Street,Fort Worth,KS,76102,United States,HughVTait@armyspy.com,Faceeces,ahSh3ciz,913-251-4961,4/9/1992,Magik Lamp,32.702956,-97.239932
male,Robert,K,Wright,2400 John Daniel Drive,Poplar Bluff,MO,63901,United States,RobertKWright@gustr.com,Lentoons,teiw9leGei,573-686-6938,3/1/1943,Enrich Garden Services,36.804118,-90.43916
female,Carolynn,A,Phillips,4726 Mandan Road,Holcomb,MO,63852,United States,CarolynnAPhillips@dayrep.com,Arlift,Oowoe1oore,573-792-2003,9/18/1943,Strategy Planner,36.333189,-90.059331
female,Tammie,W,Spears,3963 Charter Street,Nortonville,KS,66060,United States,TammieWSpears@fleckens.hu,Obleas,veZ0ij5mau,913-886-0288,11/16/1963,Golf Augusta Pro Shops,39.381938,-95.38266
male,Donald,E,Corley,2139 Breezewood Court,Norwich,KS,67118,United States,DonaldECorley@cuvox.de,Stren1963,quiehee9Om,620-478-5836,7/8/1963,De-Jaiz Mens Clothing,37.529581,-97.948043
female,Annie,C,Poe,3008 Sigley Road,Melvern,KS,66510,United States,AnnieCPoe@jourrapide.com,Harstin,aifoo9Too4ae,785-549-2564,12/16/1956,Sun Television and Appliances,38.488026,-95.640972
male,Dennis,J,Carlos,1758 Mandan Road,Farmington,MO,63640,United States,DennisJCarlos@dayrep.com,Feemphynead,LahSaegh7,573-783-7403,6/20/1968,Monk House Sales,37.728777,-90.388211
female,Christine,P,Guerrette,833 Breezewood Court,Madison,KS,66860,United States,ChristinePGuerrette@einrot.com,Melcand,Ahdie1kuoch,620-427-8310,4/27/1937,Gas Zone,38.186946,-96.187605
female,Teri,J,Eddington,2587 Big Elm,Lenexa,MO,66214,United States,TeriJEddington@fleckens.hu,Hishy1944,AuGh0Foo,816-878-2733,6/7/1944,Circuit City,38.936722,-94.796148
male,Andrew,D,Douglas,4877 Penn Street,Manchester,MO,63011,United States,AndrewDDouglas@fleckens.hu,Hatily,loh5Ahnge,573-225-8861,1/6/1982,FamilyMart,39.516715,-90.371092
female,Christina,S,Chambers,4950 Preston Street,Wichita,KS,67202,United States,ChristinaSChambers@superrito.com,Sorliand,vea9de5Koo,620-957-1030,4/23/1940,Britches of Georgetown,37.751222,-97.392988
male,James,M,Good,2753 White Oak Drive,Independence,MO,64055,United States,JamesMGood@dayrep.com,Hadity,KohY4Toocah,816-674-7580,1/15/1942,Strong Life,39.085674,-94.441278
male,Roderick,C,McAlister,27 Big Elm,Saint Joseph,MO,64501,United States,RoderickCMcAlister@superrito.com,Havowel,oo4aFeca9u,816-901-2282,8/7/1985,Chi-Chi's,39.807608,-94.726458
female,Yolanda,T,Martin,112 Oak Ridge Drive,Jefferson City,MO,65101,United States,YolandaTMartin@superrito.com,Nothem,tu5Shahp,573-526-2296,11/29/1973,Maxi-Tech,38.503908,-92.187705
male,Edward,M,Bradshaw,4921 Bruce Street,Saint Louis,MO,63101,United States,EdwardMBradshaw@superrito.com,Thourany,EeS5ohLahQu,314-345-3990,3/1/1974,Eisner Food Stores,38.594343,-90.112081
female,Beverley,J,Peterson,2670 Court Street,Saint Louis,MO,63101,United States,BeverleyJPeterson@jourrapide.com,Oury1987,fu6tahJ6ee,636-812-8076,3/3/1987,Afforda,38.716395,-90.154453
male,Leslie,B,Lyons,1614 Ash Avenue,Saint Louis,MO,63108,United States,LeslieBLyons@dayrep.com,Inceiren,uuvie5As,314-918-6301,9/8/1969,Rickel,38.645517,-90.207569
female,Lisa,P,Garrison,2757 Maple Court,Saint Louis,MO,63101,United States,LisaPGarrison@superrito.com,Quittle1930,Uish3Ohl,573-433-5050,12/26/1930,Starship Tapes & Records,38.660461,-90.115471
male,Nathan,D,Lee,4307 Lighthouse Drive,Springfield,MO,65804,United States,NathanDLee@jourrapide.com,Alwaroullace,reuTh3ieQu,417-294-5093,11/29/1952,Pay 'N Pak,37.074304,-93.274388
male,Enoch,N,Cano,3992 Oak Lane,Chilhowee,MO,64733,United States,EnochNCano@teleworm.us,Leopere,Eech1uthah,660-678-5011,6/26/1938,Movie Gallery,38.64681,-93.830436
male,Terry,A,Albritton,4859 Nutter Street,Kansas City,MO,64127,United States,TerryAAlbritton@teleworm.us,Fortard,Yoo5que7xooD,816-241-9372,4/11/1936,Sofa Express,39.148871,-94.507502
female,Nicole,D,Huber,3739 Sherman Street,Fort Worth,KS,76102,United States,NicoleDHuber@cuvox.de,Fortat,gaeG9ahdei,785-884-8115,8/16/1988,Weathervane,32.728047,-97.259447
male,David,D,Spencer,922 John Daniel Drive,New Hartford,MO,63364,United States,DavidDSpencer@rhyta.com,Thfuldra,ooJo5oth,573-669-5438,7/5/1955,Rich and Happy,39.268882,-91.261947
male,Steven,B,Fischer,4147 Ash Avenue,Kirkwood,MO,63122,United States,StevenBFischer@fleckens.hu,Foreadfat,EeGh8thi,314-957-0129,5/30/1966,MagnaSolution,38.483926,-90.390432
male,Levi,J,Perez,4963 James Avenue,Wichita,KS,67202,United States,LeviJPerez@gustr.com,Loncend,yue5Eepohyu,316-303-6016,2/27/1942,Integra Design,37.659523,-97.338279
female,Ruth,R,Cantu,1713 Gandy Street,Saint Louis,MO,63146,United States,RuthRCantu@fleckens.hu,Whissilther,ahQu7ahr3,314-986-2833,6/26/1966,Soul Sounds Unlimited,38.804285,-90.585755
male,Corey,C,Ledesma,4378 Sharon Lane,Doniphan,MO,63935,United States,CoreyCLedesma@teleworm.us,Forged1972,eNo2biquae,573-996-1074,4/15/1972,Gart Sports,36.584428,-91.036579
male,David,C,Johnson,1688 Breezewood Court,Macksville,KS,67557,United States,DavidCJohnson@jourrapide.com,Gelon1934,GejufaeZ4,620-348-1553,4/22/1934,House Works,37.962061,-98.949845
male,Andy,J,Harris,1132 Fairmont Avenue,Brock,MO,63555,United States,AndyJHarris@jourrapide.com,Plards,Ex8aiquaigh,660-328-8047,9/25/1948,Standard Brands Paint Company,40.442487,-95.907355
female,Janice,J,Roche,2877 Mandan Road,Jefferson City,MO,65101,United States,JaniceJRoche@superrito.com,Apecied,cha1WaiHu,573-821-6573,6/8/1989,Custom Lawn Service,38.504943,-92.095493
male,Michael,C,Glover,4072 Nutter Street,Independence,MO,64055,United States,MichaelCGlover@jourrapide.com,Gorn1956,chohci9Uo,816-304-1017,7/26/1956,Buck Alley Lumber,39.006089,-94.371771
